event_index,case_id,reward,completion_length,parse_success,parse_error,score,certificate_score,control_satisfied_resolution,unsafe_release,reward_components,result_class
164,CASE-B-001,0.57244,1543,True,,0.42,1.0,0.0,False,"{'final_score': 0.42, 'certificate_score': 1.0, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8488, 'institutional_loss_score': 0.9712, 'parse_success': 1.0, 'unsafe_release': 0.0}",control_boundary_failed
165,CASE-C-004::variant-1,0.529165,2228,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 2226 (char 2225)",0.3419,0.8875,0.0,False,"{'final_score': 0.3419, 'certificate_score': 0.8875, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9339, 'institutional_loss_score': 0.9759, 'parse_success': 1.0, 'unsafe_release': 0.0}",incorrect_resolution
166,CASE-C-004::variant-1,0.592895,4474,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 1984 (char 1983)",0.5324,0.81,0.0,False,"{'final_score': 0.5324, 'certificate_score': 0.81, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8298, 'institutional_loss_score': 0.9767, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
167,CASE-C-004::variant-1,0.57456,2238,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 2236 (char 2235)",0.4626,0.8375,0.0,False,"{'final_score': 0.4626, 'certificate_score': 0.8375, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.92, 'institutional_loss_score': 0.9753, 'parse_success': 1.0, 'unsafe_release': 0.0}",incorrect_resolution
168,CASE-C-004::variant-1,0.599115,3395,True,partial_json_recovery: Expecting ':' delimiter: line 1 column 2811 (char 2810),0.54,0.81,0.0,False,"{'final_score': 0.54, 'certificate_score': 0.81, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8578, 'institutional_loss_score': 0.9767, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
169,CASE-C-002::variant-0,0.57798,2017,True,,0.4702,0.8375,0.0,False,"{'final_score': 0.4702, 'certificate_score': 0.8375, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.92, 'institutional_loss_score': 0.9753, 'parse_success': 1.0, 'unsafe_release': 0.0}",incorrect_resolution
170,CASE-C-002::variant-0,0.507335,1308,True,,0.3765,0.6975,0.0,False,"{'final_score': 0.3765, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8395, 'institutional_loss_score': 0.9867, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
171,CASE-C-002::variant-0,0.551905,2508,True,,0.3922,0.8875,0.0,False,"{'final_score': 0.3922, 'certificate_score': 0.8875, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9339, 'institutional_loss_score': 0.978, 'parse_success': 1.0, 'unsafe_release': 0.0}",incorrect_resolution
172,CASE-C-002::variant-0,0.51372,2525,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 1811 (char 1810)",0.3855,0.6975,0.0,False,"{'final_score': 0.3855, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8618, 'institutional_loss_score': 0.9888, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
173,CASE-D-006::variant-1,0.452745,2308,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 2179 (char 2178)",0.25,0.6975,0.0,False,"{'final_score': 0.25, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8618, 'institutional_loss_score': 0.9888, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
174,CASE-D-006::variant-1,0.452745,5087,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 1633 (char 1632)",0.25,0.6975,0.0,False,"{'final_score': 0.25, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8618, 'institutional_loss_score': 0.9888, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
175,CASE-D-006::variant-1,0.57016,2133,True,,0.433,0.8875,0.0,False,"{'final_score': 0.433, 'certificate_score': 0.8875, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9339, 'institutional_loss_score': 0.9759, 'parse_success': 1.0, 'unsafe_release': 0.0}",incorrect_resolution
176,CASE-D-006::variant-1,0.515495,1835,True,,0.3293,0.8375,0.0,False,"{'final_score': 0.3293, 'certificate_score': 0.8375, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9289, 'institutional_loss_score': 0.9759, 'parse_success': 1.0, 'unsafe_release': 0.0}",incorrect_resolution
177,CASE-E-001::variant-1,0.358625,3972,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 3221 (char 3220)",0.0453,0.6975,0.0,False,"{'final_score': 0.0453, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8438, 'institutional_loss_score': 0.9847, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
178,CASE-E-001::variant-1,0.86157,3337,True,,0.7052,1.0,1.0,False,"{'final_score': 0.7052, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
179,CASE-E-001::variant-1,0.358625,3781,True,,0.0453,0.6975,0.0,False,"{'final_score': 0.0453, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8438, 'institutional_loss_score': 0.9847, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
180,CASE-E-001::variant-1,0.86157,3364,True,,0.7052,1.0,1.0,False,"{'final_score': 0.7052, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
181,CASE-B-003,0.88529,1134,True,,0.7451,1.0,1.0,False,"{'final_score': 0.7451, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 1.0, 'institutional_loss_score': 0.9999, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
182,CASE-B-003,0.46725,563,True,"partial_json_recovery: Expecting ',' delimiter: line 2 column 3 (char 561)",0.4227,0.4475,0.0,False,"{'final_score': 0.4227, 'certificate_score': 0.4475, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.6149, 'institutional_loss_score': 0.9684, 'parse_success': 1.0, 'unsafe_release': 0.0}",false_positive_overcontrol
183,CASE-B-003,0.46725,1119,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 954 (char 953)",0.4227,0.4475,0.0,False,"{'final_score': 0.4227, 'certificate_score': 0.4475, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.6149, 'institutional_loss_score': 0.9684, 'parse_success': 1.0, 'unsafe_release': 0.0}",false_positive_overcontrol
184,CASE-B-003,0.46725,2930,True,partial_json_recovery: Expecting property name enclosed in double quotes: line 1 column 1447 (char 1446),0.4227,0.4475,0.0,False,"{'final_score': 0.4227, 'certificate_score': 0.4475, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.6149, 'institutional_loss_score': 0.9684, 'parse_success': 1.0, 'unsafe_release': 0.0}",false_positive_overcontrol
185,CASE-D-004::variant-0,0.929385,2666,True,,0.8559,1.0,1.0,False,"{'final_score': 0.8559, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
186,CASE-D-004::variant-0,0.890595,2302,True,,0.7697,1.0,1.0,False,"{'final_score': 0.7697, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
187,CASE-D-004::variant-0,0.890595,2296,True,,0.7697,1.0,1.0,False,"{'final_score': 0.7697, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
188,CASE-D-004::variant-0,0.62869,2130,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 2127 (char 2126)",0.5388,0.95,0.0,False,"{'final_score': 0.5388, 'certificate_score': 0.95, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9401, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
189,CASE-D-002,0.52231,2317,True,,0.42,0.8875,0.0,False,"{'final_score': 0.42, 'certificate_score': 0.8875, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.539, 'institutional_loss_score': 0.9257, 'parse_success': 1.0, 'unsafe_release': 0.0}",control_boundary_failed
190,CASE-D-002,0.52231,2168,True,,0.42,0.8875,0.0,False,"{'final_score': 0.42, 'certificate_score': 0.8875, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.539, 'institutional_loss_score': 0.9257, 'parse_success': 1.0, 'unsafe_release': 0.0}",control_boundary_failed
191,CASE-D-002,0.524395,2225,True,,0.4494,0.8875,0.0,False,"{'final_score': 0.4494, 'certificate_score': 0.8875, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.4361, 'institutional_loss_score': 0.9086, 'parse_success': 1.0, 'unsafe_release': 0.0}",false_positive_overcontrol
192,CASE-D-002,0.0082,5773,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 1265 (char 1264)",-0.204,0.0,0.0,False,"{'final_score': -0.204, 'certificate_score': 0.0, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.0, 'institutional_loss_score': 0.0, 'parse_success': 1.0, 'unsafe_release': 0.0}",
193,CASE-D-003::variant-1,0.454615,1694,True,partial_json_recovery: Expecting ':' delimiter: line 1 column 1438 (char 1437),0.2638,0.6975,0.0,False,"{'final_score': 0.2638, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8215, 'institutional_loss_score': 0.9826, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
194,CASE-D-003::variant-1,0.45974,2637,True,partial_json_recovery: Invalid control character at: line 1 column 1847 (char 1846),0.27,0.6975,0.0,False,"{'final_score': 0.27, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8438, 'institutional_loss_score': 0.9847, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
195,CASE-D-003::variant-1,0.460145,2812,True,partial_json_recovery: Expecting ':' delimiter: line 1 column 2645 (char 2644),0.2709,0.6975,0.0,False,"{'final_score': 0.2709, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8438, 'institutional_loss_score': 0.9847, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
196,CASE-D-003::variant-1,0.454615,3949,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 3026 (char 3025)",0.2638,0.6975,0.0,False,"{'final_score': 0.2638, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8215, 'institutional_loss_score': 0.9826, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
197,CASE-D-004::variant-1,0.4632,6143,True,partial_json_recovery: Expecting property name enclosed in double quotes: line 1 column 1436 (char 1435),0.2792,0.6975,0.0,False,"{'final_score': 0.2792, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.836, 'institutional_loss_score': 0.9867, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
198,CASE-D-004::variant-1,0.88803,2298,True,,0.764,1.0,1.0,False,"{'final_score': 0.764, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
199,CASE-D-004::variant-1,0.88488,2268,True,,0.757,1.0,1.0,False,"{'final_score': 0.757, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
200,CASE-D-004::variant-1,0.87678,2182,True,,0.739,1.0,1.0,False,"{'final_score': 0.739, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
201,CASE-E-001::variant-0,0.86157,3425,True,,0.7052,1.0,1.0,False,"{'final_score': 0.7052, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
202,CASE-E-001::variant-0,0.554665,2281,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 2279 (char 2278)",0.3743,0.95,0.0,False,"{'final_score': 0.3743, 'certificate_score': 0.95, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9401, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
203,CASE-E-001::variant-0,0.86157,3356,True,,0.7052,1.0,1.0,False,"{'final_score': 0.7052, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
204,CASE-E-001::variant-0,0.34522,7169,True,,0.0207,0.6975,0.0,False,"{'final_score': 0.0207, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8215, 'institutional_loss_score': 0.9826, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
205,CASE-C-003,0.720875,1870,True,,0.4124,0.95,1.0,False,"{'final_score': 0.4124, 'certificate_score': 0.95, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9312, 'institutional_loss_score': 0.9935, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
206,CASE-C-003,0.87293,1860,True,,0.7503,0.95,1.0,False,"{'final_score': 0.7503, 'certificate_score': 0.95, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9312, 'institutional_loss_score': 0.9935, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
207,CASE-C-003,0.87293,1860,True,,0.7503,0.95,1.0,False,"{'final_score': 0.7503, 'certificate_score': 0.95, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9312, 'institutional_loss_score': 0.9935, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
208,CASE-C-003,0.87221,1995,True,,0.7487,0.95,1.0,False,"{'final_score': 0.7487, 'certificate_score': 0.95, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9312, 'institutional_loss_score': 0.9935, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
209,CASE-E-002,0.69078,2655,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 2654 (char 2653)",0.659,1.0,0.0,False,"{'final_score': 0.659, 'certificate_score': 1.0, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
210,CASE-E-002,0.86994,2888,True,,0.7238,1.0,1.0,False,"{'final_score': 0.7238, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
211,CASE-E-002,0.843705,2878,True,,0.6655,1.0,1.0,False,"{'final_score': 0.6655, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
212,CASE-E-002,0.352625,3912,True,partial_json_recovery: Expecting property name enclosed in double quotes: line 1 column 2481 (char 2480),0.0343,0.6975,0.0,False,"{'final_score': 0.0343, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8333, 'institutional_loss_score': 0.9847, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
213,CASE-C-002,0.51432,2007,True,,0.42,0.8375,0.0,False,"{'final_score': 0.42, 'certificate_score': 0.8375, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.534, 'institutional_loss_score': 0.9259, 'parse_success': 1.0, 'unsafe_release': 0.0}",control_boundary_failed
214,CASE-C-002,0.50076,2509,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 1473 (char 1472)",0.42,0.7475,0.0,False,"{'final_score': 0.42, 'certificate_score': 0.7475, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.525, 'institutional_loss_score': 0.9427, 'parse_success': 1.0, 'unsafe_release': 0.0}",control_boundary_failed
215,CASE-C-002,0.50133,1918,True,,0.4159,0.8375,0.0,False,"{'final_score': 0.4159, 'certificate_score': 0.8375, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.4311, 'institutional_loss_score': 0.9088, 'parse_success': 1.0, 'unsafe_release': 0.0}",false_positive_overcontrol
216,CASE-C-002,0.51432,1924,True,,0.42,0.8375,0.0,False,"{'final_score': 0.42, 'certificate_score': 0.8375, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.534, 'institutional_loss_score': 0.9259, 'parse_success': 1.0, 'unsafe_release': 0.0}",control_boundary_failed
217,CASE-C-003::variant-0,0.284585,889,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 888 (char 887)",0.0133,0.36,0.0,False,"{'final_score': 0.0133, 'certificate_score': 0.36, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.7568, 'institutional_loss_score': 0.9784, 'parse_success': 1.0, 'unsafe_release': 0.0}",control_boundary_failed
218,CASE-C-003::variant-0,0.61457,1927,True,,0.5095,0.95,0.0,False,"{'final_score': 0.5095, 'certificate_score': 0.95, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9312, 'institutional_loss_score': 0.9935, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
219,CASE-C-003::variant-0,0.60467,1931,True,,0.4875,0.95,0.0,False,"{'final_score': 0.4875, 'certificate_score': 0.95, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9312, 'institutional_loss_score': 0.9935, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
220,CASE-C-003::variant-0,0.427475,2154,True,"partial_json_recovery: Expecting ',' delimiter: line 6 column 121 (char 1454)",0.2037,0.6975,0.0,False,"{'final_score': 0.2037, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8185, 'institutional_loss_score': 0.9867, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
221,CASE-D-001::variant-1,0.741495,2492,True,,0.7717,1.0,0.0,False,"{'final_score': 0.7717, 'certificate_score': 1.0, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
222,CASE-D-001::variant-1,0.70149,2182,True,,0.6828,1.0,0.0,False,"{'final_score': 0.6828, 'certificate_score': 1.0, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
223,CASE-D-001::variant-1,0.74973,2675,True,,0.79,1.0,0.0,False,"{'final_score': 0.79, 'certificate_score': 1.0, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
224,CASE-D-001::variant-1,0.698655,2123,True,,0.6765,1.0,0.0,False,"{'final_score': 0.6765, 'certificate_score': 1.0, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
225,CASE-D-005::variant-0,0.46839,2322,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 1459 (char 1458)",0.2884,0.6975,0.0,False,"{'final_score': 0.2884, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8465, 'institutional_loss_score': 0.9867, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
226,CASE-D-005::variant-0,0.85905,2277,True,,0.6996,1.0,1.0,False,"{'final_score': 0.6996, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
227,CASE-D-005::variant-0,0.63223,2881,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 2879 (char 2878)",0.5476,0.95,0.0,False,"{'final_score': 0.5476, 'certificate_score': 0.95, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9401, 'institutional_loss_score': 0.986, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
228,CASE-D-005::variant-0,0.834165,2235,True,,0.6443,1.0,1.0,False,"{'final_score': 0.6443, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
229,CASE-D-003,0.885105,2596,True,,0.7575,1.0,1.0,False,"{'final_score': 0.7575, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
230,CASE-D-003,0.46113,5503,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 1920 (char 1919)",0.2792,0.6975,0.0,False,"{'final_score': 0.2792, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8215, 'institutional_loss_score': 0.9743, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
231,CASE-D-003,0.46784,2419,True,partial_json_recovery: Expecting ':' delimiter: line 1 column 2416 (char 2415),0.288,0.6975,0.0,False,"{'final_score': 0.288, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8438, 'institutional_loss_score': 0.9847, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
232,CASE-D-003,0.00685,3463,True,,-0.207,0.0,0.0,False,"{'final_score': -0.207, 'certificate_score': 0.0, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.0, 'institutional_loss_score': 0.0, 'parse_success': 1.0, 'unsafe_release': 0.0}",
233,CASE-D-006,0.50076,6328,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 1601 (char 1600)",0.42,0.7475,0.0,False,"{'final_score': 0.42, 'certificate_score': 0.7475, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.525, 'institutional_loss_score': 0.9427, 'parse_success': 1.0, 'unsafe_release': 0.0}",control_boundary_failed
234,CASE-D-006,0.520015,2235,True,,0.4149,0.8875,0.0,False,"{'final_score': 0.4149, 'certificate_score': 0.8875, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.539, 'institutional_loss_score': 0.9257, 'parse_success': 1.0, 'unsafe_release': 0.0}",control_boundary_failed
235,CASE-D-006,0.51961,2122,True,,0.414,0.8875,0.0,False,"{'final_score': 0.414, 'certificate_score': 0.8875, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.539, 'institutional_loss_score': 0.9257, 'parse_success': 1.0, 'unsafe_release': 0.0}",control_boundary_failed
236,CASE-D-006,0.52231,2050,True,,0.42,0.8875,0.0,False,"{'final_score': 0.42, 'certificate_score': 0.8875, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.539, 'institutional_loss_score': 0.9257, 'parse_success': 1.0, 'unsafe_release': 0.0}",control_boundary_failed
237,CASE-A-001,0.36554,1764,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 1763 (char 1762)",0.1578,0.56,0.0,False,"{'final_score': 0.1578, 'certificate_score': 0.56, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.6261, 'institutional_loss_score': 0.9584, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
238,CASE-A-001,0.36554,2165,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 1618 (char 1617)",0.1578,0.56,0.0,False,"{'final_score': 0.1578, 'certificate_score': 0.56, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.6261, 'institutional_loss_score': 0.9584, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
239,CASE-A-001,0.36554,1441,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 879 (char 878)",0.1578,0.56,0.0,False,"{'final_score': 0.1578, 'certificate_score': 0.56, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.6261, 'institutional_loss_score': 0.9584, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
240,CASE-A-001,0.36554,2182,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 1625 (char 1624)",0.1578,0.56,0.0,False,"{'final_score': 0.1578, 'certificate_score': 0.56, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.6261, 'institutional_loss_score': 0.9584, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
241,CASE-D-005::variant-1,0.65703,2203,True,,0.584,1.0,0.0,False,"{'final_score': 0.584, 'certificate_score': 1.0, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
242,CASE-D-005::variant-1,0.473425,2350,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 1802 (char 1801)",0.2944,0.6975,0.0,False,"{'final_score': 0.2944, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8688, 'institutional_loss_score': 0.9888, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
243,CASE-D-005::variant-1,0.728715,2552,True,,0.7433,1.0,0.0,False,"{'final_score': 0.7433, 'certificate_score': 1.0, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
244,CASE-D-005::variant-1,0.446145,2240,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 1752 (char 1751)",0.2347,0.6975,0.0,False,"{'final_score': 0.2347, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8688, 'institutional_loss_score': 0.9805, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
245,CASE-D-005,0.461715,2747,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 1947 (char 1946)",0.2693,0.6975,0.0,False,"{'final_score': 0.2693, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8688, 'institutional_loss_score': 0.9805, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
246,CASE-D-005,0.44997,2462,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 1914 (char 1913)",0.2432,0.6975,0.0,False,"{'final_score': 0.2432, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8688, 'institutional_loss_score': 0.9805, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
